count,index,vector,word
3000000,0,"[  1.1291503906250000e-03, -8.9645385742187500e-04,
   3.1852722167968750e-04,  1.5335083007812500e-03,
   1.1062622070312500e-03, -1.4038085937500000e-03,
  -3.0517578125000000e-05, -4.1961669921875000e-04,
  -5.7601928710937500e-04,  1.0757446289062500e-03,
  -1.0223388671875000e-03, -6.1798095703125000e-04,
  -7.5531005859375000e-04,  1.4038085937500000e-03,
  -1.6403198242187500e-03, -6.3323974609375000e-04,
   1.6326904296875000e-03, -1.0070800781250000e-03,
  -1.2664794921875000e-03,  6.5231323242187500e-04,
  -4.1580200195312500e-04, -1.0757446289062500e-03,
   1.5258789062500000e-03, -2.7465820312500000e-04,
   1.4019012451171875e-04,  1.5716552734375000e-03,
   1.3580322265625000e-03, -8.3160400390625000e-04,
  -1.4038085937500000e-03,  1.5792846679687500e-03,
   2.5367736816406250e-04, -7.3242187500000000e-04,
  -1.0538101196289062e-04, -1.1672973632812500e-03,
   1.5792846679687500e-03,  6.5612792968750000e-04,
  -6.5994262695312500e-04,  2.9206275939941406e-06,
   1.1291503906250000e-03,  4.2724609375000000e-04,
  -3.7002563476562500e-04, -1.1520385742187500e-03,
   1.2664794921875000e-03, -3.5166740417480469e-06,
   2.6512145996093750e-04, -4.0245056152343750e-04,
   1.4114379882812500e-04, -3.3617019653320312e-05,
   7.5912475585937500e-04, -5.1879882812500000e-04,
  -7.1048736572265625e-05,  6.0272216796875000e-04,
  -5.0735473632812500e-04, -1.6250610351562500e-03,
  -4.3678283691406250e-04, -9.9182128906250000e-04,
  -1.2207031250000000e-03, -3.2234191894531250e-04,
   6.8664550781250000e-05, -1.1672973632812500e-03,
  -5.1116943359375000e-04,  1.4114379882812500e-03,
   3.3569335937500000e-04, -4.7492980957031250e-04,
  -1.3732910156250000e-03,  3.6621093750000000e-04,
  -1.4419555664062500e-03, -6.0653686523437500e-04,
   8.0108642578125000e-04,  1.1291503906250000e-03,
  -8.3541870117187500e-04, -1.1596679687500000e-03,
   9.1552734375000000e-04,  5.2261352539062500e-04,
  -3.2806396484375000e-04,  1.5945434570312500e-03,
  -1.5792846679687500e-03, -3.5667419433593750e-04,
   4.9591064453125000e-04,  1.0147094726562500e-03,
  -1.0986328125000000e-03, -1.6593933105468750e-04,
  -1.4209747314453125e-04, -2.6130676269531250e-04,
   1.2588500976562500e-03,  3.8623809814453125e-05,
   1.6880035400390625e-04, -1.0299682617187500e-03,
   1.6098022460937500e-03,  6.2942504882812500e-04,
   4.1770935058593750e-04, -1.3504028320312500e-03,
   3.4904479980468750e-04,  1.1444091796875000e-03,
  -1.2054443359375000e-03, -1.1825561523437500e-03,
   9.4985961914062500e-04,  6.0558319091796875e-05,
   1.0728836059570312e-05, -6.6757202148437500e-04,
   1.2435913085937500e-03,  6.9046020507812500e-04,
   5.5551528930664062e-05, -8.6212158203125000e-04,
  -1.1672973632812500e-03,  1.2130737304687500e-03,
  -8.0490112304687500e-04, -8.7738037109375000e-04,
   2.2792816162109375e-04, -3.9672851562500000e-04,
  -8.5830688476562500e-04,  2.8800964355468750e-04,
  -1.5869140625000000e-03,  4.8446655273437500e-04,
  -1.1215209960937500e-03,  1.9669532775878906e-06,
  -3.7956237792968750e-04,  7.0571899414062500e-04,
  -1.5869140625000000e-03,  1.6250610351562500e-03,
   1.5563964843750000e-03, -4.3106079101562500e-04,
   9.8419189453125000e-04,  9.0408325195312500e-04,
  -1.3961791992187500e-03,  1.2054443359375000e-03,
  -7.0190429687500000e-04,  2.7084350585937500e-04,
  -1.2359619140625000e-03,  6.9046020507812500e-04,
  -8.4304809570312500e-04,  1.3427734375000000e-03,
  -1.4343261718750000e-03, -6.7138671875000000e-04,
   1.5487670898437500e-03, -1.0986328125000000e-03,
   1.1901855468750000e-03, -1.4266967773437500e-03,
  -6.8283081054687500e-04, -7.8582763671875000e-04,
   4.8065185546875000e-04,  4.0817260742187500e-04,
  -6.3705444335937500e-04,  1.4495849609375000e-04,
  -9.7656250000000000e-04,  1.4495849609375000e-03,
   8.4564089775085449e-07, -1.6632080078125000e-03,
  -3.2806396484375000e-04,  6.2942504882812500e-04,
  -1.4343261718750000e-03, -3.4141540527343750e-04,
   1.1520385742187500e-03, -5.3024291992187500e-04,
  -4.7111511230468750e-04, -8.5067749023437500e-04,
  -1.3809204101562500e-03, -1.2435913085937500e-03,
  -1.3275146484375000e-03,  1.0757446289062500e-03,
   1.3198852539062500e-03, -3.0326843261718750e-04,
  -3.7431716918945312e-05,  1.1825561523437500e-03,
  -1.3580322265625000e-03, -1.0452270507812500e-03,
   5.6743621826171875e-05, -1.0147094726562500e-03,
   4.3296813964843750e-04, -1.5716552734375000e-03,
  -9.1075897216796875e-05,  1.0604858398437500e-03,
  -6.0272216796875000e-04, -1.5335083007812500e-03,
  -1.5335083007812500e-03,  5.4168701171875000e-04,
   1.3351440429687500e-03,  4.1198730468750000e-04,
  -3.1089782714843750e-04,  1.7642974853515625e-04,
  -1.3732910156250000e-04, -6.9808959960937500e-04,
  -8.6212158203125000e-04, -1.0833740234375000e-03,
  -2.9802322387695312e-05,  8.0108642578125000e-04,
   6.7901611328125000e-04,  3.3569335937500000e-04,
  -1.3885498046875000e-03,  1.3504028320312500e-03,
   2.3460388183593750e-04, -1.3351440429687500e-03,
  -8.7356567382812500e-04, -7.4386596679687500e-04,
   1.0833740234375000e-03,  6.0558319091796875e-05,
  -1.2664794921875000e-03,  1.1901855468750000e-03,
  -6.2179565429687500e-04,  1.3597309589385986e-07,
   1.2741088867187500e-03, -9.8419189453125000e-04,
  -1.5487670898437500e-03,  1.5563964843750000e-03,
  -1.3122558593750000e-03, -7.9345703125000000e-04,
   1.5335083007812500e-03,  1.2969970703125000e-03,
  -1.8024444580078125e-04,  9.1934204101562500e-04,
   1.2054443359375000e-03,  7.7056884765625000e-04,
  -1.6555786132812500e-03,  7.7056884765625000e-04,
   1.4495849609375000e-03, -1.3046264648437500e-03,
   6.1035156250000000e-04,  6.5994262695312500e-04,
   1.2588500976562500e-03,  1.4190673828125000e-03,
  -1.2207031250000000e-03, -1.5106201171875000e-03,
   1.1291503906250000e-03,  1.3427734375000000e-03,
   1.6632080078125000e-03, -5.7220458984375000e-04,
  -5.5694580078125000e-04,  3.9863586425781250e-04,
  -2.7084350585937500e-04,  4.9591064453125000e-04,
   1.6098022460937500e-03, -7.0571899414062500e-04,
   6.2561035156250000e-04, -9.7656250000000000e-04,
  -1.8978118896484375e-04,  9.5367431640625000e-05,
  -5.1879882812500000e-04, -2.0408630371093750e-04,
  -8.2778930664062500e-04, -1.2302398681640625e-04,
   7.6293945312500000e-04,  3.2234191894531250e-04,
  -1.2435913085937500e-03,  9.9182128906250000e-04,
   1.0604858398437500e-03, -1.4114379882812500e-03,
   9.6797943115234375e-05, -1.5563964843750000e-03,
   2.1934509277343750e-04, -5.5313110351562500e-05,
  -9.1171264648437500e-04, -1.4877319335937500e-03,
   1.3656616210937500e-03, -8.4304809570312500e-04,
  -4.1961669921875000e-04,  3.2424926757812500e-04,
  -1.0070800781250000e-03,  1.2588500976562500e-04,
  -4.5585632324218750e-04,  1.9264221191406250e-04,
  -2.6893615722656250e-04,  1.4953613281250000e-03,
  -1.5869140625000000e-03,  5.9127807617187500e-04,
  -1.4648437500000000e-03,  9.6511840820312500e-04,
  -1.2817382812500000e-03,  1.6021728515625000e-03,
   1.0910034179687500e-03, -1.3122558593750000e-03,
   1.0910034179687500e-03, -5.1116943359375000e-04,
   3.4523010253906250e-04,  1.0452270507812500e-03,
  -2.0694732666015625e-04,  9.0408325195312500e-04,
   6.6757202148437500e-04,  1.1062622070312500e-03,
  -8.7356567382812500e-04, -3.7574768066406250e-04,
  -2.5749206542968750e-04, -9.1552734375000000e-05,
   1.4343261718750000e-03, -1.1825561523437500e-03,
  -8.7261199951171875e-05,  1.3275146484375000e-03,
  -1.5830993652343750e-04,  1.2893676757812500e-03,
  -9.8419189453125000e-04, -5.4931640625000000e-04,
  -1.5487670898437500e-03,  1.3732910156250000e-03,
  -6.0796737670898438e-05, -8.2397460937500000e-04,
   1.3275146484375000e-03,  1.1596679687500000e-03,
   5.6838989257812500e-04, -1.5640258789062500e-03,
  -1.2302398681640625e-04, -8.6307525634765625e-05]",</s>
2999999,1,"[ 0.0703125         , 0.0869140625      , 0.087890625       ,
  0.0625            , 0.0693359375      ,-0.10888671875     ,
 -0.08154296875     ,-0.154296875       , 0.020751953125    ,
  0.1318359375      ,-0.11376953125     ,-0.037353515625    ,
  0.0693359375      , 0.078125          ,-0.10302734375     ,
 -0.09765625        , 0.044189453125    , 0.1025390625      ,
 -0.060791015625    ,-0.0361328125      ,-0.04541015625     ,
  0.04736328125     ,-0.12060546875     ,-0.06396484375     ,
  0.00225830078125  , 0.037109375       ,-0.0029144287109375,
  0.11767578125     , 0.061767578125    , 0.06396484375     ,
  0.0810546875      ,-0.06884765625     ,-0.0213623046875   ,
  0.05517578125     ,-0.08544921875     , 0.06884765625     ,
 -0.1279296875      ,-0.033203125       , 0.0986328125      ,
  0.17578125        , 0.11083984375     ,-0.03466796875     ,
 -0.047119140625    ,-0.00848388671875  , 0.035888671875    ,
  0.10302734375     , 0.0269775390625   ,-0.0286865234375   ,
 -0.005126953125    , 0.1064453125      , 0.059814453125    ,
  0.09423828125     , 0.03369140625     ,-0.027099609375    ,
 -0.09423828125     , 0.0010299682617188,-0.04833984375     ,
  0.034423828125    , 0.0810546875      ,-0.11328125        ,
 -0.0888671875      , 0.035888671875    ,-0.1455078125      ,
 -0.244140625       ,-0.0615234375      , 0.052978515625    ,
  0.056884765625    , 0.1796875         , 0.06103515625     ,
  0.0869140625      , 0.1240234375      ,-0.040283203125    ,
  0.0225830078125   , 0.177734375       ,-0.0296630859375   ,
 -0.0296630859375   , 0.1171875         , 0.0311279296875   ,
 -0.09619140625     , 0.06640625        , 0.00469970703125  ,
 -0.080078125       , 0.06298828125     ,-0.0206298828125   ,
 -0.0546875         ,-0.1357421875      ,-0.0634765625      ,
  0.08349609375     ,-0.06396484375     , 0.021484375       ,
  0.0771484375      ,-0.037109375       ,-0.03369140625     ,
 -0.18359375        ,-0.07275390625     , 0.015869140625    ,
  0.09326171875     ,-0.0615234375      ,-0.01422119140625  ,
 -0.003448486328125 , 0.0111083984375   ,-0.158203125       ,
 -0.01708984375     , 0.006195068359375 ,-0.00872802734375  ,
 -0.08056640625     ,-0.0152587890625   ,-0.087890625       ,
  0.00347900390625  ,-0.01611328125     ,-0.0123291015625   ,
  0.09765625        ,-0.1396484375      ,-0.0859375         ,
 -0.02685546875     , 0.053955078125    , 0.1328125         ,
  0.11279296875     , 0.12109375        , 0.08544921875     ,
 -0.007110595703125 , 0.044677734375    ,-0.1455078125      ,
 -0.003204345703125 ,-0.11767578125     ,-0.0654296875      ,
  0.0712890625      ,-0.09423828125     ,-0.0302734375      ,
  0.1201171875      , 0.080078125       ,-0.0947265625      ,
 -0.162109375       ,-0.07763671875     , 0.021240234375    ,
 -0.08154296875     , 0.003936767578125 ,-0.1572265625      ,
 -0.09814453125     , 0.039794921875    , 0.039306640625    ,
 -0.00909423828125  , 0.10302734375     , 0.06787109375     ,
 -0.042724609375    , 0.0634765625      ,-0.049072265625    ,
  0.0208740234375   ,-0.1669921875      , 0.09326171875     ,
  0.09375           , 0.006866455078125 , 0.0537109375      ,
  0.052490234375    ,-0.0244140625      ,-0.032470703125    ,
 -0.0615234375      ,-0.00555419921875  , 0.09619140625     ,
  0.037841796875    , 0.01220703125     ,-0.0439453125      ,
 -0.007476806640625 , 0.10546875        , 0.0203857421875   ,
  0.1455078125      , 0.08203125        , 0.005767822265625 ,
  0.00457763671875  ,-0.0927734375      ,-0.138671875       ,
 -0.057373046875    ,-0.051513671875    ,-0.130859375       ,
 -0.1396484375      ,-0.0205078125      ,-0.027099609375    ,
  0.03271484375     , 0.10498046875     ,-0.0023345947265625,
 -0.0225830078125   , 0.0005035400390625,-0.11083984375     ,
  0.0849609375      ,-0.1298828125      ,-0.0174560546875   ,
 -0.0003585815429688, 0.10791015625     , 0.0888671875      ,
  0.044677734375    , 0.025146484375    , 0.0238037109375   ,
  0.0810546875      , 0.023681640625    ,-0.10986328125     ,
  0.00537109375     ,-0.0177001953125   ,-0.033935546875    ,
 -0.032958984375    ,-0.1640625         , 0.095703125       ,
 -0.018310546875    , 0.00531005859375  ,-0.034423828125    ,
 -0.044189453125    ,-0.06640625        ,-0.0179443359375   ,
 -0.0296630859375   ,-0.007598876953125 ,-0.05126953125     ,
 -0.05419921875     , 0.08935546875     ,-0.07177734375     ,
  0.0152587890625   ,-0.08251953125     ,-0.03173828125     ,
  0.03564453125     ,-0.021240234375    ,-0.059326171875    ,
 -0.0130615234375   , 0.046875          , 0.0230712890625   ,
  0.02099609375     ,-0.07861328125     ,-0.008056640625    ,
  0.01953125        ,-0.00555419921875  , 0.04150390625     ,
  0.02783203125     , 0.01361083984375  , 0.03466796875     ,
 -0.1826171875      , 0.1201171875      , 0.07421875        ,
 -0.041015625       ,-0.00994873046875  , 0.04296875        ,
 -0.007293701171875 , 0.123046875       , 0.0576171875      ,
 -0.053466796875    ,-0.0322265625      ,-0.00909423828125  ,
 -0.046630859375    , 0.0439453125      ,-0.05078125        ,
  0.06884765625     , 0.00299072265625  ,-0.004180908203125 ,
 -0.044189453125    , 0.07373046875     ,-0.01275634765625  ,
  0.0673828125      , 0.00628662109375  , 0.0751953125      ,
 -0.037841796875    , 0.0048828125      , 0.044677734375    ,
 -0.0673828125      , 0.00970458984375  , 0.004730224609375 ,
  0.0205078125      , 0.0712890625      , 0.1708984375      ,
  0.173828125       , 0.0556640625      , 0.09130859375     ,
 -0.037353515625    , 0.0498046875      ,-0.039306640625    ,
  0.044189453125    , 0.0625            , 0.048583984375    ,
 -0.05322265625     , 0.048828125       ,-0.130859375       ,
 -0.0289306640625   ,-0.0361328125      ,-0.060791015625    ,
 -0.057373046875    , 0.123046875       ,-0.08251953125     ,
 -0.01190185546875  , 0.125             , 0.0013580322265625,
  0.06396484375     ,-0.1064453125      ,-0.1435546875      ,
 -0.042236328125    , 0.0240478515625   ,-0.1689453125      ,
 -0.0888671875      ,-0.08056640625     , 0.06494140625     ,
  0.061279296875    ,-0.04736328125     ,-0.058837890625    ,
 -0.047607421875    , 0.01446533203125  ,-0.0625            ]",in
2999998,2,"[ -1.1779785156250000e-02, -4.7363281250000000e-02,
   4.4677734375000000e-02,  6.3476562500000000e-02,
  -1.8188476562500000e-02, -6.3964843750000000e-02,
  -1.3122558593750000e-03, -7.2265625000000000e-02,
   6.4453125000000000e-02,  8.6425781250000000e-02,
  -1.6992187500000000e-01, -3.9794921875000000e-02,
   7.1289062500000000e-02, -2.5878906250000000e-02,
   1.8188476562500000e-02,  1.3671875000000000e-01,
   1.4453125000000000e-01, -3.3691406250000000e-02,
  -9.7656250000000000e-02, -1.2011718750000000e-01,
  -7.9589843750000000e-02,  6.2500000000000000e-02,
  -6.6894531250000000e-02,  7.4218750000000000e-02,
   2.2705078125000000e-02,  3.3447265625000000e-02,
  -1.8066406250000000e-01,  5.2001953125000000e-02,
   1.3854980468750000e-02,  9.2773437500000000e-02,
   3.5095214843750000e-03, -9.0942382812500000e-03,
  -9.7167968750000000e-02,  6.7871093750000000e-02,
  -8.7890625000000000e-03,  4.4189453125000000e-02,
  -1.3378906250000000e-01, -9.9609375000000000e-02,
   3.3203125000000000e-02,  2.7954101562500000e-02,
   1.5527343750000000e-01, -1.7700195312500000e-02,
   1.4282226562500000e-02, -1.0986328125000000e-01,
  -8.5449218750000000e-02, -7.3242187500000000e-02,
  -2.4658203125000000e-02,  1.7285156250000000e-01,
   6.1767578125000000e-02,  8.9355468750000000e-02,
  -2.4291992187500000e-02,  1.4160156250000000e-01,
  -3.2958984375000000e-02,  2.7465820312500000e-02,
  -1.5527343750000000e-01,  7.8735351562500000e-03,
  -7.0800781250000000e-02,  4.3701171875000000e-02,
   6.0119628906250000e-03, -5.5908203125000000e-02,
  -1.4746093750000000e-01,  2.8442382812500000e-02,
  -1.3281250000000000e-01, -1.7675781250000000e-01,
  -9.1308593750000000e-02, -5.0781250000000000e-02,
  -2.6000976562500000e-02, -1.4843750000000000e-01,
  -8.0566406250000000e-02,  1.5039062500000000e-01,
  -4.3457031250000000e-02,  7.9101562500000000e-02,
   3.3203125000000000e-02,  9.0332031250000000e-02,
   2.2705078125000000e-02, -6.2500000000000000e-02,
   1.6406250000000000e-01,  8.5937500000000000e-02,
  -1.2390136718750000e-02,  1.9628906250000000e-01,
  -6.2255859375000000e-02,  2.2460937500000000e-02,
  -3.0151367187500000e-02,  2.1240234375000000e-02,
   3.3264160156250000e-03, -5.5419921875000000e-02,
  -7.3242187500000000e-02,  2.9785156250000000e-02,
   4.9804687500000000e-02,  1.7456054687500000e-02,
   1.0449218750000000e-01,  3.8818359375000000e-02,
   8.4960937500000000e-02, -2.4804687500000000e-01,
   6.9335937500000000e-02, -1.4941406250000000e-01,
   5.8349609375000000e-02,  9.5703125000000000e-02,
  -3.3447265625000000e-02,  6.2988281250000000e-02,
   2.1362304687500000e-02, -1.4550781250000000e-01,
   5.3710937500000000e-02, -9.0820312500000000e-02,
  -2.5390625000000000e-02,  4.5410156250000000e-02,
   5.3100585937500000e-03, -1.1572265625000000e-01,
  -1.9531250000000000e-02,  1.2109375000000000e-01,
   3.2226562500000000e-02,  9.4726562500000000e-02,
  -6.4453125000000000e-02,  2.2705078125000000e-02,
   1.2060546875000000e-01,  6.0302734375000000e-02,
   1.2060546875000000e-01,  4.8828125000000000e-02,
   9.3261718750000000e-02,  6.6894531250000000e-02,
   2.9296875000000000e-02, -3.4179687500000000e-02,
  -1.1132812500000000e-01,  5.3466796875000000e-02,
  -2.5634765625000000e-02,  1.7822265625000000e-02,
   6.2255859375000000e-02, -2.5878906250000000e-02,
   1.4550781250000000e-01,  6.2500000000000000e-02,
   1.0791015625000000e-01, -1.6308593750000000e-01,
  -9.7656250000000000e-02, -1.0595703125000000e-01,
  -8.5449218750000000e-02, -8.8867187500000000e-02,
   1.0107421875000000e-01, -7.9589843750000000e-02,
   8.4228515625000000e-03,  2.4047851562500000e-02,
   1.3085937500000000e-01,  5.1269531250000000e-02,
   8.1542968750000000e-02,  9.3750000000000000e-02,
  -5.8593750000000000e-02, -9.6679687500000000e-02,
  -2.8320312500000000e-02, -1.4550781250000000e-01,
  -1.4746093750000000e-01,  1.4550781250000000e-01,
  -1.7578125000000000e-02,  3.2958984375000000e-02,
  -8.5449218750000000e-02, -1.0986328125000000e-02,
  -3.7109375000000000e-02, -1.3671875000000000e-02,
   3.5888671875000000e-02, -8.2397460937500000e-03,
   5.0292968750000000e-02, -9.4726562500000000e-02,
   4.7851562500000000e-02,  2.0751953125000000e-02,
   3.0639648437500000e-02,  1.2988281250000000e-01,
   5.2734375000000000e-02,  1.8798828125000000e-02,
  -1.7578125000000000e-02,  3.4912109375000000e-02,
   1.8310546875000000e-02, -9.8876953125000000e-03,
  -1.8457031250000000e-01, -8.9843750000000000e-02,
  -2.9052734375000000e-02, -6.0791015625000000e-02,
  -5.1269531250000000e-02, -2.3651123046875000e-03,
   6.6406250000000000e-02, -8.2519531250000000e-02,
  -4.0039062500000000e-02,  9.6191406250000000e-02,
  -1.5429687500000000e-01, -1.5332031250000000e-01,
   2.8320312500000000e-02,  1.3122558593750000e-02,
   2.9907226562500000e-02, -1.2145996093750000e-02,
  -9.6679687500000000e-02,  2.4780273437500000e-02,
   1.9335937500000000e-01,  1.3000488281250000e-02,
   2.4169921875000000e-02, -3.5888671875000000e-02,
   9.8632812500000000e-02, -9.6679687500000000e-02,
  -2.0019531250000000e-01, -1.3793945312500000e-02,
   8.5937500000000000e-02, -8.0078125000000000e-02,
  -1.7675781250000000e-01, -1.7480468750000000e-01,
   5.1269531250000000e-03, -3.4912109375000000e-02,
  -5.4687500000000000e-02,  9.3750000000000000e-02,
  -9.3261718750000000e-02, -1.1962890625000000e-02,
  -5.6457519531250000e-04,  9.7656250000000000e-02,
   2.4780273437500000e-02, -3.9794921875000000e-02,
   9.7656250000000000e-03,  1.1816406250000000e-01,
   2.5756835937500000e-02,  1.2304687500000000e-01,
   6.4453125000000000e-02,  7.0800781250000000e-02,
   2.9296875000000000e-02, -4.9560546875000000e-02,
  -7.8125000000000000e-02,  2.8930664062500000e-02,
   4.5654296875000000e-02, -4.2968750000000000e-02,
   2.5878906250000000e-02, -5.1757812500000000e-02,
   1.4062500000000000e-01,  4.2724609375000000e-03,
  -3.7841796875000000e-02,  2.7465820312500000e-02,
   6.0058593750000000e-02,  2.8320312500000000e-02,
   2.8076171875000000e-02, -3.6621093750000000e-02,
   1.3085937500000000e-01, -9.6797943115234375e-05,
  -6.9335937500000000e-02, -2.2094726562500000e-02,
   6.7871093750000000e-02, -2.3315429687500000e-02,
  -1.5319824218750000e-02, -5.8349609375000000e-02,
   6.1035156250000000e-02,  6.4468383789062500e-04,
   3.9978027343750000e-03, -7.1289062500000000e-02,
   9.1796875000000000e-02,  2.6245117187500000e-02,
   2.0019531250000000e-02,  3.5400390625000000e-02,
  -5.7861328125000000e-02, -2.9663085937500000e-02,
   2.7343750000000000e-02,  2.5146484375000000e-02,
   6.0302734375000000e-02,  1.3183593750000000e-01,
  -4.3640136718750000e-03,  2.7313232421875000e-03,
   5.9814453125000000e-02,  9.8632812500000000e-02,
  -9.1796875000000000e-02, -4.5898437500000000e-02,
  -1.7456054687500000e-02,  3.8330078125000000e-02,
  -1.9165039062500000e-02,  4.6386718750000000e-02,
   4.7851562500000000e-02,  9.8144531250000000e-02,
  -4.0283203125000000e-02,  9.4238281250000000e-02,
  -3.4667968750000000e-02, -4.2236328125000000e-02,
   7.0312500000000000e-02, -1.3671875000000000e-02,
   1.0644531250000000e-01,  1.6479492187500000e-02,
   1.3183593750000000e-01, -1.6937255859375000e-03,
  -8.4838867187500000e-03, -1.4257812500000000e-01,
  -4.6630859375000000e-02, -1.0986328125000000e-01,
   8.2031250000000000e-02, -4.1015625000000000e-02,
  -1.8920898437500000e-02,  8.7890625000000000e-02,
  -2.8076171875000000e-03,  2.3828125000000000e-01,
  -4.7119140625000000e-02, -2.2949218750000000e-02,
   4.0771484375000000e-02,  2.9296875000000000e-02,
  -2.2583007812500000e-02,  3.7231445312500000e-03,
  -8.2519531250000000e-02,  8.1542968750000000e-02,
   7.9345703125000000e-03,  4.7683715820312500e-04,
   1.8432617187500000e-02,  7.1289062500000000e-02,
  -3.4912109375000000e-02,  2.4169921875000000e-02]",for
